synset_id,definition,eng,spa,jpn,fra,por,ita,pol,cmn,ind
817680,the activity of protecting someone or something,"[""protection""]","[""guardia"", ""protección""]","[""ガードすること"", ""プロテクション"", ""保護"", ""守"", ""守り""]","[""protection""]","[""protecção"", ""proteção""]","[""protezione""]","[""obrona""]","[""保护""]","[""lindungan"", ""naungan"", ""pemeliharaan"", ""penjagaan"", ""perlindungan""]"
872107,the arithmetic operation of summing; calculating the sum of two or more numbers,"[""summation"", ""addition"", ""plus""]","[""suma""]","[""よせ算"", ""プラス"", ""加え算"", ""加法"", ""加算""]","[""addition"", ""ajout"", ""plus"", ""somme""]","[""adição""]","[""addizione""]","[""dodawanie"", ""podliczanie"", ""podsumowywanie"", ""sumowanie""]","[""加法""]","[""bubuhan"", ""jumlah"", ""penambahan"", ""plus"", ""tambah""]"
883297,the activities of educating or instructing; activities that impart knowledge or skill,"[""education"", ""instruction"", ""teaching"", ""pedagogy"", ""didactics""]","[""educación"", ""enseñanza""]","[""エジュケーション"", ""エデュケイション"", ""エデュケーション"", ""垂教"", ""垂訓""]","[""enseignement"", ""éducation""]","[""Educação"", ""didáctica"", ""educação"", ""ensinamento"", ""ensino""]","[""ammaestramento"", ""educazione"", ""istruzione""]","[""edukacja"", ""nauka""]","[""教导"", ""教育"", ""教育学""]","[""ajaran"", ""didikan"", ""edukasi"", ""pedagogi"", ""pendidikan""]"
884466,education imparted in a series of lessons or meetings,"[""course"", ""course_of_study"", ""course_of_instruction"", ""class""]","[""asignatura"", ""clase"", ""curso""]","[""コース"", ""教科課程"", ""教育課程"", ""課程"", ""講座""]","[""classe"", ""cours""]","[""aula"", ""curso""]","[""corso""]","[""kurs""]","[""课"", ""课程""]","[""kelas"", ""kursus"", ""pelajaran""]"
893955,activity leading to skilled behavior,"[""training"", ""preparation"", ""grooming""]","[""formación"", ""preparación""]","[""しつけ"", ""トレイニング"", ""トレーニング"", ""下拵え"", ""教練""]","[""entraînement"", ""exercice"", ""formation"", ""préparation"", ""éducation""]","[""preparação"", ""treino""]","[""addestramento"", ""allenamento"", ""ammaestramento"", ""avviamento"", ""istruzione""]","[""trening"", ""zaprawa""]","[""准备工作""]","[""berlatih"", ""latihan"", ""pelatihan"", ""pendidikan"", ""penggemblengan""]"
894552,systematic training by multiple repetitions,"[""exercise"", ""practice"", ""drill"", ""practice_session"", ""recitation""]","[""ejercicio"", ""práctica""]","[""エクササイズ"", ""トレイニング"", ""トレーニング"", ""プラクティス"", ""稽古""]","[""activité"", ""exercice"", ""perceuse"", ""récitation""]","[""exercício"", ""prática""]","[""addestramento"", ""allenamento"", ""esercitazione"", ""esercizio"", ""pratica""]","[""ćwiczenie""]","[""习题"", ""实行"", ""实践"", ""操练"", ""演习""]","[""amalan"", ""latihan"", ""praktik""]"
908492,the human act of creating,"[""creation"", ""creative_activity""]","[""creación""]","[""クリエーション"", ""制作"", ""制定"", ""創作"", ""創出""]","[""création""]","[""criação""]","[""creazione""]","[""kreacja""]","[""创造"", ""发明""]","[""ciptaan"", ""kreasi"", ""penciptaan"", ""rekaan""]"
912001,the act of constructing something (as a piece of machinery),"[""fabrication"", ""assembly""]","[""construcción"", ""fabricación"", ""montaje""]","[""構築"", ""組みたて"", ""組み立て"", ""組立"", ""組立て""]","[""fabrication"", ""montage""]","[""construção"", ""fabricação""]","[""assemblaggio""]","[""montaż"", ""montowanie""]","[""制造"", ""建造""]","[""himpunan"", ""pemasangan"", ""penggabungan""]"
916464,the practice of cultivating the land or raising stock,"[""farming"", ""agriculture"", ""husbandry""]","[""agricultura"", ""explotación""]","[""アグリカルチャー"", ""アグリカルチュア"", ""畑作"", ""畜産"", ""稼穡""]","[""agriculture""]","[""agricultura"", ""cultivo"", ""pecuária""]","[""agraria"", ""agricoltura""]","[""agrokultura"", ""kultura""]","[""养殖业"", ""农业"", ""农事"", ""畜牧业"", ""耕作""]","[""perkebunan"", ""perladangan"", ""pertanian""]"
924825,the act of making something (a product) from raw materials,"[""fabrication"", ""manufacture"", ""manufacturing""]","[""elaboración"", ""manufacturación""]","[""マニュファクチャー"", ""加工"", ""工業"", ""生産"", ""産業""]","[""fabrication"", ""fabriquer""]","[""fabricação""]","[""fabbricazione"", ""lavorazione"", ""manifattura""]","[""fabrykowanie""]","[""制造"", ""制造业"", ""加工""]","[""manufaktur"", ""pemalsuan"", ""pembuatan"", ""pengilangan"", ""perkilangan""]"
933420,the creation of beautiful or significant things,"[""art"", ""artistic_creation"", ""artistic_production""]","[""arte""]","[""アート"", ""作物"", ""工芸"", ""芸術""]","[""art"", ""beaux-arts"", ""création_artistique""]","[""arte""]","[""arte""]","[""sztuka""]","[""艺术"", ""艺术创作""]","[""kesenian"", ""seni""]"
953559,a hostile meeting of opposing military forces in the course of a war,"[""battle"", ""conflict"", ""fight"", ""engagement""]","[""acción"", ""batalla"", ""combate"", ""conflicto"", ""lucha""]","[""バトル"", ""一戦"", ""交戦"", ""修羅"", ""兵甲""]","[""bataille"", ""combat"", ""conflit""]","[""batalha"", ""combate"", ""luta""]","[""battaglia"", ""combattimento"", ""conflitto"", ""lotta"", ""scontro""]","[""bitwa""]","[""战争"", ""战役"", ""战斗"", ""搏斗"", ""斗争""]","[""konflik"", ""peperangan"", ""perebutan"", ""perjuangan"", ""perlawanan""]"
955060,activity by a military or naval force (as a maneuver or campaign),"[""operation"", ""military_operation""]","[""maniobra"", ""operación""]","[""軍事行動""]","[""opération"", ""opération_militaire""]","[""manobra"", ""operação""]","[""operazione"", ""operazione_militare""]","[""działania"", ""operacja""]","[""军事行动""]","[""operasi""]"
962129,organized opposition to authority; a conflict in which one faction tries to wrest control from another,"[""rebellion"", ""insurrection"", ""revolt"", ""rising"", ""uprising""]","[""revuelta"", ""sublevación""]","[""ご謀叛"", ""乱逆"", ""反乱"", ""反逆"", ""叛乱""]","[""insurrection"", ""rébellion"", ""révolte""]","[""insurreição"", ""rebelião"", ""revolta""]","[""fronda"", ""insurrezione"", ""moto"", ""ribellione"", ""rivolta""]","[""bunt"", ""rewolta""]","[""反叛"", ""反抗"", ""叛乱"", ""暴动"", ""起义""]","[""kebangkitan"", ""pemberontak"", ""pemberontakan"", ""penentangan""]"
962722,the overthrow of a government by those who are governed,"[""revolution""]","[""revolución""]","[""レボリューション"", ""レヴォルーション"", ""革命""]","[""révolution"", ""tour""]","[""Revolução"", ""Revoluções"", ""revolução""]","[""rivoluzione""]","[""rewolucja""]","[""变革"", ""革命""]","[""pemberontakan"", ""revolusi""]"
968155,several related operations aimed at achieving a particular goal (usually within geographical and temporal constraints),"[""campaign"", ""military_campaign""]","[""campaña""]","[""役"", ""戦"", ""戦役"", ""軍""]","[""campagne"", ""campagne_militaire""]","[""campanha""]","[""campagna""]","[""kampania""]","[""参加运动""]","[""perang""]"
972621,(military) an offensive against an enemy (using weapons),"[""attack"", ""onslaught"", ""onset"", ""onrush""]","[""asalto"", ""ataque""]","[""アタック"", ""攻"", ""攻め"", ""攻戦"", ""攻撃""]","[""assaut"", ""attaque""]","[""ataque""]","[""assalto"", ""attacco""]","[""najechanie"", ""naparcie"", ""natarcie"", ""uderzenie"", ""zaatakowanie""]","[""攻击"", ""突击"", ""进攻""]","[""labrakan"", ""pelanggaran"", ""penerjangan"", ""penyerangan"", ""serangan""]"
1023820,a particular course of action intended to achieve a result,"[""procedure"", ""process""]","[""procedimiento"", ""proceso""]","[""プロセス"", ""工程"", ""径路"", ""手順"", ""科程""]","[""processus"", ""procédure""]","[""processo"", ""processos""]","[""iter"", ""procedimento"", ""procedura"", ""processo"", ""trafila""]","[""postępowanie"", ""procedura""]","[""手续"", ""程序"", ""过程""]","[""cara"", ""prosedur"", ""proses""]"
1026482,an unvarying or habitual method or procedure,"[""routine"", ""modus_operandi""]","[""modus_operandi"", ""rutina""]","[""お決まり"", ""ルーチン"", ""ルーティン"", ""日課""]","[""modus_operandi"", ""routine""]","[""ramerrão"", ""rotina""]","[""ordinaria_amministrazione"", ""routine""]","[""rutyna"", ""rutyniarstwo"", ""schematyzm"", ""sztampa""]","[""常规手法"", ""惯例""]","[""biasa"", ""rutin""]"
1036996,the act of marrying; the nuptial ceremony,"[""marriage"", ""wedding"", ""marriage_ceremony""]","[""boda""]","[""お芽出度"", ""ウェディング"", ""ウエッディング"", ""ウエディング"", ""ハイラート""]","[""mariage"", ""noce""]","[""casamento""]","[""matrimonio""]","[""ożenek"", ""żeniaczka""]","[""婚礼"", ""结婚"", ""结婚仪式""]","[""nikah"", ""pernikahan""]"
1051331,the act of putting something in a certain place,"[""placement"", ""location"", ""locating"", ""position"", ""positioning""]","[""posición"", ""situación""]","[""ポジショニング"", ""位置決め"", ""位置選定"", ""配置""]","[""emplacement"", ""endroit"", ""place"", ""placement"", ""position""]","[""colocação"", ""posicionamento""]","[""collocazione"", ""disposizione""]","[""umieszczanie""]","[""安置"", ""定位"", ""指出位置"", ""放置""]","[""kedudukan"", ""lokasi"", ""peletakan"", ""penempatan"", ""posisi""]"
1057200,the activity of supplying or providing something,"[""provision"", ""supply"", ""supplying""]","[""abastecimiento"", ""abasto""]","[""サプライ"", ""供給"", ""提供"", ""支給"", ""給与""]","[""approvisionnement""]","[""abastecimento"", ""fornecimento""]","[""apporto"", ""approvvigionamento"", ""delivery"", ""erogazione"", ""fornitura""]","[""zaopatrywanie_się""]","[""供应"", ""供给"", ""提供"", ""补给""]","[""makanan"", ""pembekalan"", ""penyediaan"", ""perbekalan"", ""perlengkapan""]"
1075117,the action of an armed force that surrounds a fortified place and isolates it while continuing to attack,"[""siege"", ""besieging"", ""beleaguering"", ""military_blockade""]","[""cerco""]","[""包囲"", ""囲"", ""囲み"", ""攻囲"", ""軍事封鎖""]","[""blocus"", ""siège""]","[""assédio"", ""cerco"", ""sítio""]","[""assedio""]","[""oblężenie""]","[""包围战"", ""围困"", ""围城"", ""围攻"", ""攻城战""]","[""kepung"", ""kepungan"", ""pengepungan""]"
1086945,governmental provision of economic assistance to persons in need,"[""social_welfare"", ""welfare"", ""public_assistance""]","[""bienestar_social""]","[""公的扶助"", ""社会福祉""]","[""aide_sociale"", ""prospérité"", ""providence""]","[""Assistência_Social"", ""Assistência_social"", ""Segurança_Social"", ""assistência_social"", ""segurança_social""]","[""welfare""]","[""socjal""]","[""公共援助"", ""社会福利"", ""福利""]","[""amal"", ""kebajikan""]"
1106808,the act of transacting within or between groups (as carrying on commercial activities),"[""transaction"", ""dealing"", ""dealings""]","[""negociación"", ""transacción"", ""trato""]","[""トランザクション"", ""上高"", ""交渉"", ""出来高"", ""取り引き""]","[""opération"", ""transaction""]","[""transação""]","[""operazione"", ""transazione""]","[""facjenda"", ""transakcja""]","[""买卖"", ""交易"", ""生意""]","[""komplot"", ""transaksi"", ""urus"", ""urusan""]"
1120448,the act of paying money,"[""payment"", ""defrayal"", ""defrayment""]","[""abono"", ""pago""]","[""お払い"", ""ペイメント"", ""仕払"", ""入金"", ""御払""]","[""paiement"", ""versement""]","[""pagamento""]","[""liquidazione"", ""pagamento""]","[""wpłata""]","[""付款"", ""支付""]","[""bayaran"", ""pembayaran"", ""penebusan"", ""penyelesaian""]"
1123095,the movement of persons from one country or locality to another,"[""migration""]","[""migración""]","[""マイグレーション"", ""亡命"", ""民族大移動"", ""渡り"", ""移入""]","[""migration""]","[""migração""]","[""emigrazione"", ""migrazione""]","[""migracja""]","[""徒动"", ""移民"", ""迁移""]","[""emigrasi"", ""migrasi"", ""penghijrahan""]"
1125693,the act of making or enacting laws,"[""legislation"", ""legislating"", ""lawmaking""]","[""legislación""]","[""立法""]","[""législation""]","[""legislação""]","[""legislazione""]","[""legislacja"", ""prawodawstwo"", ""ustawodawstwo""]","[""制定法律"", ""立法""]","[""legislasi"", ""undang-undang""]"
1129920,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,"[""duty"", ""responsibility"", ""obligation""]","[""deber"", ""obligación"", ""responsabilidad""]","[""オブリゲイション"", ""オブリゲーション"", ""デューティ"", ""義務"", ""責""]","[""devoir"", ""obligation"", ""responsabilité""]","[""dever"", ""responsabilidade""]","[""debito"", ""dovere"", ""impegno"", ""obbligo"", ""responsabilità""]","[""ciężar"", ""obowiązek"", ""powinność""]","[""义务"", ""任务"", ""勤务"", ""职责"", ""责任""]","[""darma"", ""kewajiban"", ""obligasi"", ""tugas""]"
1133281,the act of managing something,"[""management"", ""direction""]","[""dirección"", ""gerente""]","[""マネジメント"", ""マネージメント"", ""メネジメント"", ""取り締まり"", ""取り締り""]","[""administration"", ""direction"", ""gestion""]","[""administração"", ""gestão""]","[""amministrazione"", ""conduzione"", ""direzione"", ""dirigenza"", ""gerenza""]","[""zarząd""]","[""指导"", ""指挥"", ""管理""]","[""arahan"", ""pengurusan""]"
1134861,the management of someone or something,"[""treatment"", ""handling""]","[""manejo"", ""tratamiento"", ""trato""]","[""あしらい"", ""処置"", ""取り扱"", ""取り扱い"", ""取回""]","[""traitement""]","[""tratamento""]","[""condotta"", ""gestione"", ""modo_di_trattare"", ""trattamento""]","[""obchodzenie_się"", ""odnoszenie_się"", ""traktowanie""]","[""处理""]","[""layanan"", ""pengendalian"", ""perlakuan"", ""rawatan""]"
1157850,compulsory military service,"[""conscription"", ""muster"", ""draft"", ""selective_service""]","[""conscripción"", ""llamada_a_filas"", ""revista"", ""servicio_militar"", ""servicio_militar_selectivo""]","[""召集"", ""徴兵"", ""徴兵制"", ""徴兵制度"", ""徴集""]","[""brouillon"", ""conscription"", ""devoir"", ""service_militaire""]","[""alistamento"", ""conscrição""]","[""arrolamento"", ""arruolamento"", ""coscrizione"", ""leva"", ""naia""]","[""werbownictwo"", ""werbunek"", ""zaciąg""]","[""应征入伍"", ""征兵""]","[""pengerahan"", ""wajib_militer""]"
1160342,the act of punishing,"[""punishment"", ""penalty"", ""penalization"", ""penalisation""]","[""castigo""]","[""お仕置き"", ""ペナルティ"", ""ペナルティー"", ""仕置"", ""仕置き""]","[""châtiment"", ""correction"", ""peine"", ""punition"", ""sanction""]","[""castigo"", ""penalidade"", ""penalização"", ""punição""]","[""castigo"", ""pena"", ""punizione""]","[""karanie"", ""wyciąganie_konsekwencji""]","[""处罚"", ""惩罚""]","[""balasan"", ""denda"", ""hukum"", ""hukuman"", ""penalti""]"
1168569,the act of competing as for profit or a prize,"[""competition"", ""contention"", ""rivalry""]","[""competencia"", ""competición"", ""contienda"", ""rivalidad""]","[""争"", ""争い"", ""太刀打ち"", ""対抗"", ""張りあい""]","[""compétition"", ""concours""]","[""competição"", ""concorrência""]","[""antagonismo"", ""competizione"", ""concorrenza"", ""gara"", ""gareggiamento""]","[""gra"", ""kompetycja"", ""konkurencja"", ""rywalizacja"", ""walka""]","[""争夺"", ""比赛"", ""竞争"", ""竞赛"", ""角逐""]","[""kompetisi"", ""peraduan"", ""perlawanan"", ""persaingan"", ""pertandingan""]"
